152076 silly lifecycle babel-plugin-transform-regenerator@6.21.0~preinstall: no script for preinstall, continuing
162015 silly install trim-newlines@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\trim-newlines-0424b8a0
162016 info lifecycle trim-newlines@1.0.0~install: trim-newlines@1.0.0
162017 silly lifecycle trim-newlines@1.0.0~install: no script for install, continuing
162018 silly install tryit@1.0.3 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tryit-ee5f4130
162019 info lifecycle tryit@1.0.3~install: tryit@1.0.3
162020 silly lifecycle tryit@1.0.3~install: no script for install, continuing
162021 silly install is-resolvable@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\is-resolvable-76558279
162022 info lifecycle is-resolvable@1.0.0~install: is-resolvable@1.0.0
162023 silly lifecycle is-resolvable@1.0.0~install: no script for install, continuing
162024 silly install tryor@0.1.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tryor-a35f99b0
162025 info lifecycle tryor@0.1.2~install: tryor@0.1.2
162026 silly lifecycle tryor@0.1.2~install: no script for install, continuing
162027 silly install tty-browserify@0.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tty-browserify-5a397cc2
162028 info lifecycle tty-browserify@0.0.0~install: tty-browserify@0.0.0
162029 silly lifecycle tty-browserify@0.0.0~install: no script for install, continuing
162030 silly install tunnel-agent@0.4.3 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tunnel-agent-9689789a
162031 info lifecycle tunnel-agent@0.4.3~install: tunnel-agent@0.4.3
162032 silly lifecycle tunnel-agent@0.4.3~install: no script for install, continuing
162033 silly install tweetnacl@0.14.5 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tweetnacl-b302e80d
162034 info lifecycle tweetnacl@0.14.5~install: tweetnacl@0.14.5
162035 silly lifecycle tweetnacl@0.14.5~install: no script for install, continuing
162036 silly install bcrypt-pbkdf@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\bcrypt-pbkdf-34527389
162037 info lifecycle bcrypt-pbkdf@1.0.0~install: bcrypt-pbkdf@1.0.0
162038 silly lifecycle bcrypt-pbkdf@1.0.0~install: no script for install, continuing
162039 silly install sshpk@1.10.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\sshpk-26dc947e
162040 info lifecycle sshpk@1.10.1~install: sshpk@1.10.1
162041 silly lifecycle sshpk@1.10.1~install: no script for install, continuing
162042 silly install type-check@0.3.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\type-check-101f3329
162043 info lifecycle type-check@0.3.2~install: type-check@0.3.2
162044 silly lifecycle type-check@0.3.2~install: no script for install, continuing
162045 silly install levn@0.3.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\levn-5612aa3d
162046 info lifecycle levn@0.3.0~install: levn@0.3.0
162047 silly lifecycle levn@0.3.0~install: no script for install, continuing
162048 silly install optionator@0.8.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\optionator-c4deb0f6
162049 info lifecycle optionator@0.8.2~install: optionator@0.8.2
162050 silly lifecycle optionator@0.8.2~install: no script for install, continuing
162051 silly install escodegen@1.8.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\escodegen-1f0a088a
162052 info lifecycle escodegen@1.8.1~install: escodegen@1.8.1
162053 silly lifecycle escodegen@1.8.1~install: no script for install, continuing
162054 silly install levn@0.2.5 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\levn-95868b64
162055 info lifecycle levn@0.2.5~install: levn@0.2.5
162056 silly lifecycle levn@0.2.5~install: no script for install, continuing
162057 silly install type-is@1.6.14 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\type-is-06283baa
162058 info lifecycle type-is@1.6.14~install: type-is@1.6.14
162059 silly lifecycle type-is@1.6.14~install: no script for install, continuing
162060 silly install typedarray@0.0.6 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\typedarray-1eb3d340
162061 info lifecycle typedarray@0.0.6~install: typedarray@0.0.6
162062 silly lifecycle typedarray@0.0.6~install: no script for install, continuing
162063 silly install ua-parser-js@0.7.12 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\ua-parser-js-ea168865
162064 info lifecycle ua-parser-js@0.7.12~install: ua-parser-js@0.7.12
162065 silly lifecycle ua-parser-js@0.7.12~install: no script for install, continuing
162066 silly install ucfirst@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\ucfirst-ea3d61ec
162067 info lifecycle ucfirst@1.0.0~install: ucfirst@1.0.0
162068 silly lifecycle ucfirst@1.0.0~install: no script for install, continuing
162069 silly install async@0.2.10 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\async-60adc10f
162070 info lifecycle async@0.2.10~install: async@0.2.10
162071 silly lifecycle async@0.2.10~install: no script for install, continuing
162072 silly install window-size@0.1.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\window-size-f5074047
162073 info lifecycle window-size@0.1.0~install: window-size@0.1.0
162074 silly lifecycle window-size@0.1.0~install: no script for install, continuing
162075 silly install wordwrap@0.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\wordwrap-8709cdd2
162076 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
162077 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
162078 silly install cliui@2.1.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\cliui-6bed6b6e
162079 info lifecycle cliui@2.1.0~install: cliui@2.1.0
162080 silly lifecycle cliui@2.1.0~install: no script for install, continuing
162081 silly install yargs@3.10.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\yargs-6131e5df
162082 info lifecycle yargs@3.10.0~install: yargs@3.10.0
162083 silly lifecycle yargs@3.10.0~install: no script for install, continuing
162084 silly install uglify-save-license@0.4.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uglify-save-license-24ffa206
162085 info lifecycle uglify-save-license@0.4.1~install: uglify-save-license@0.4.1
162086 silly lifecycle uglify-save-license@0.4.1~install: no script for install, continuing
162087 silly install uglify-to-browserify@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uglify-to-browserify-83f1d3b8
162088 info lifecycle uglify-to-browserify@1.0.2~install: uglify-to-browserify@1.0.2
162089 silly lifecycle uglify-to-browserify@1.0.2~install: no script for install, continuing
162090 silly install uglify-js@2.5.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uglify-js-b8306f63
162091 info lifecycle uglify-js@2.5.0~install: uglify-js@2.5.0
162092 silly lifecycle uglify-js@2.5.0~install: no script for install, continuing
162093 silly install uglify-js@2.6.4 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uglify-js-62ed0613
162094 info lifecycle uglify-js@2.6.4~install: uglify-js@2.6.4
162095 silly lifecycle uglify-js@2.6.4~install: no script for install, continuing
162096 silly install uglify-js@2.7.5 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uglify-js-f5e39eca
162097 info lifecycle uglify-js@2.7.5~install: uglify-js@2.7.5
162098 silly lifecycle uglify-js@2.7.5~install: no script for install, continuing
162099 silly install ultron@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\ultron-5fe0ca5d
162100 info lifecycle ultron@1.0.2~install: ultron@1.0.2
162101 silly lifecycle ultron@1.0.2~install: no script for install, continuing
162102 silly install unc-path-regex@0.1.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\unc-path-regex-01828980
162103 info lifecycle unc-path-regex@0.1.2~install: unc-path-regex@0.1.2
162104 silly lifecycle unc-path-regex@0.1.2~install: no script for install, continuing
162105 silly install is-unc-path@0.1.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\is-unc-path-3fabcdf3
162106 info lifecycle is-unc-path@0.1.2~install: is-unc-path@0.1.2
162107 silly lifecycle is-unc-path@0.1.2~install: no script for install, continuing
162108 silly install is-relative@0.2.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\is-relative-f9cecfd9
162109 info lifecycle is-relative@0.2.1~install: is-relative@0.2.1
162110 silly lifecycle is-relative@0.2.1~install: no script for install, continuing
162111 silly install is-absolute@0.2.6 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\is-absolute-2a55290b
162112 info lifecycle is-absolute@0.2.6~install: is-absolute@0.2.6
162113 silly lifecycle is-absolute@0.2.6~install: no script for install, continuing
162114 silly install parse-filepath@1.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\parse-filepath-f143bdbb
162115 info lifecycle parse-filepath@1.0.1~install: parse-filepath@1.0.1
162116 silly lifecycle parse-filepath@1.0.1~install: no script for install, continuing
162117 silly install fined@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\fined-dfca0b0e
162118 info lifecycle fined@1.0.2~install: fined@1.0.2
162119 silly lifecycle fined@1.0.2~install: no script for install, continuing
162120 silly install underscore@1.7.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\underscore-acda161a
162121 info lifecycle underscore@1.7.0~install: underscore@1.7.0
162122 silly lifecycle underscore@1.7.0~install: no script for install, continuing
162123 silly install uniq@1.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uniq-6466f14b
162124 info lifecycle uniq@1.0.1~install: uniq@1.0.1
162125 silly lifecycle uniq@1.0.1~install: no script for install, continuing
162126 silly install postcss-selector-parser@2.2.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-selector-parser-2b380c1a
162127 info lifecycle postcss-selector-parser@2.2.2~install: postcss-selector-parser@2.2.2
162128 silly lifecycle postcss-selector-parser@2.2.2~install: no script for install, continuing
162129 silly install postcss-minify-selectors@2.0.7 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-minify-selectors-195051bd
162130 info lifecycle postcss-minify-selectors@2.0.7~install: postcss-minify-selectors@2.0.7
162131 silly lifecycle postcss-minify-selectors@2.0.7~install: no script for install, continuing
162132 silly install uniqid@4.1.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uniqid-f7fd596c
162133 info lifecycle uniqid@4.1.0~install: uniqid@4.1.0
162134 silly lifecycle uniqid@4.1.0~install: no script for install, continuing
162135 silly install postcss-filter-plugins@2.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-filter-plugins-3de74cfd
162136 info lifecycle postcss-filter-plugins@2.0.2~install: postcss-filter-plugins@2.0.2
162137 silly lifecycle postcss-filter-plugins@2.0.2~install: no script for install, continuing
162138 silly install uniqs@2.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\uniqs-7f15a892
162139 info lifecycle uniqs@2.0.0~install: uniqs@2.0.0
162140 silly lifecycle uniqs@2.0.0~install: no script for install, continuing
162141 silly install postcss-discard-unused@2.2.3 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-discard-unused-37fe10b0
162142 info lifecycle postcss-discard-unused@2.2.3~install: postcss-discard-unused@2.2.3
162143 silly lifecycle postcss-discard-unused@2.2.3~install: no script for install, continuing
162144 silly install postcss-minify-params@1.1.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-minify-params-27311093
162145 info lifecycle postcss-minify-params@1.1.0~install: postcss-minify-params@1.1.0
162146 silly lifecycle postcss-minify-params@1.1.0~install: no script for install, continuing
162147 silly install postcss-unique-selectors@2.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-unique-selectors-71bbe0c2
162148 info lifecycle postcss-unique-selectors@2.0.2~install: postcss-unique-selectors@2.0.2
162149 silly lifecycle postcss-unique-selectors@2.0.2~install: no script for install, continuing
162150 silly install postcss-zindex@2.2.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-zindex-4089985c
162151 info lifecycle postcss-zindex@2.2.0~install: postcss-zindex@2.2.0
162152 silly lifecycle postcss-zindex@2.2.0~install: no script for install, continuing
162153 silly install unique-stream@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\unique-stream-e3c201cc
162154 info lifecycle unique-stream@1.0.0~install: unique-stream@1.0.0
162155 silly lifecycle unique-stream@1.0.0~install: no script for install, continuing
162156 silly install unpipe@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\unpipe-b2f6565b
162157 info lifecycle unpipe@1.0.0~install: unpipe@1.0.0
162158 silly lifecycle unpipe@1.0.0~install: no script for install, continuing
162159 silly install finalhandler@0.5.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\finalhandler-dbc68650
162160 info lifecycle finalhandler@0.5.0~install: finalhandler@0.5.0
162161 silly lifecycle finalhandler@0.5.0~install: no script for install, continuing
162162 silly install raw-body@2.1.7 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\raw-body-39e3fef0
162163 info lifecycle raw-body@2.1.7~install: raw-body@2.1.7
162164 silly lifecycle raw-body@2.1.7~install: no script for install, continuing
162165 silly install body-parser@1.15.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\body-parser-0f70cff0
162166 info lifecycle body-parser@1.15.2~install: body-parser@1.15.2
162167 silly lifecycle body-parser@1.15.2~install: no script for install, continuing
